User_ID,Recipe_ID,Recipe_Name,Hidden_Unit_1,Hidden_Unit_2,Hidden_Unit_3,Hidden_Unit_4,Hidden_Unit_5,Hidden_Unit_6
32,94,Egg Bhurji,0.8468876,0.29855567,0.0026560565,0.28715262,0.7765662,0.009004974
12,95,Cheese Loaded Pizza,0.18116468,0.010940247,0.8388548,0.0208008,0.020313589,0.9776769
23,96,Boiled Egg Salad,0.9856666,0.79221475,0.011382165,0.8606474,0.29624256,0.0822951
34,97,Steamed Vegetables,0.010522526,0.060127363,0.021002512,0.018352212,0.9923005,0.007828197
19,98,Rasgulla,0.46919963,0.1019708,0.032301467,0.12370266,0.5050234,0.08276375
4,99,Butter Rice,0.80231917,0.050995357,0.03627132,0.08893246,0.23744175,0.16382238
28,100,Protein Power Bowl,0.04765195,0.020926854,0.4805759,0.020750215,0.40836313,0.63628364
6,101,Cream Cheese Sandwich,0.09763265,0.004468961,0.8709108,0.009005638,0.012230573,0.9845105
31,102,Spicy Chicken Wings,0.026307711,0.00027294247,0.3530165,0.00061678287,0.01043673,0.9019699
21,103,Cheese Loaded Pizza,0.36613348,0.009167088,0.5306063,0.021126503,0.010956063,0.9623221
25,104,Boiled Egg Salad,0.029920923,0.013547026,0.0120597435,0.009115829,0.94797564,0.00673363
21,105,Butter Rice,0.4204738,0.0091951275,0.045158625,0.02132633,0.05766141,0.40865818
22,106,Spicy Chicken Wings,0.9196205,0.056349643,0.053140685,0.11775488,0.069217786,0.4914711
19,107,Spicy Chicken Wings,0.21517242,0.031652343,0.06839001,0.034145262,0.7424521,0.07741629
40,108,Lentil Soup,0.92678803,0.08368786,0.15030594,0.23728603,0.024374075,0.820153
38,109,Chicken Biryani,0.6317304,0.0075823776,0.054196898,0.022473682,0.010244105,0.6388949
21,110,Grilled Fish,0.6262735,0.03579316,0.47335202,0.07982627,0.024708787,0.9152384
35,111,Butter Rice,0.46698138,0.0035372288,0.5881665,0.010250894,0.0055545876,0.9830631
14,112,Grilled Chicken,0.32713488,0.0054188627,0.39778897,0.014130742,0.014556058,0.8997409
24,113,Sweet Rice Kheer,0.030288637,0.04228415,0.5509222,0.026174907,0.8535533,0.42403653
30,114,Chili Paneer,0.9291036,0.8998835,0.004735261,0.8567086,0.95369136,0.0066881543
35,115,Gulab Jamun,0.44237614,0.081789576,0.15639272,0.08881669,0.21379714,0.44120678
19,116,Quinoa Salad,0.037318293,0.07588898,0.05269306,0.039488822,0.9749833,0.023893634
18,117,Sprouts Bowl,0.90191346,0.011263365,0.02368751,0.033771887,0.016097141,0.5286264
39,118,Chili Paneer,0.044301175,0.04492116,0.04180973,0.028617416,0.9494067,0.027361602
19,119,Chocolate Milkshake,0.004924272,0.0140736,0.39205566,0.0063007628,0.8699847,0.24299629
37,120,Vegetable Pulao,0.3680703,0.0041307933,0.8508699,0.010741904,0.007423737,0.98697644
29,121,Loaded Cheese Fries,0.9932387,0.89806134,0.00021598113,0.89923424,0.90890735,0.0014101806
9,122,Steamed Vegetables,0.110036016,0.017305778,0.97176254,0.022334363,0.06243208,0.9906213
1,123,Steamed Vegetables,0.99161446,0.91136837,0.0007021125,0.9109833,0.9068349,0.0044944547
24,124,Sweet Rice Kheer,0.059514906,0.0046759024,0.05742313,0.005225958,0.56084603,0.06860291
29,125,Chili Paneer,0.98982275,0.8132866,0.0075044413,0.8606343,0.62682855,0.031966306
11,126,Cheese Loaded Pizza,0.9953744,0.9220503,0.0017803819,0.92917484,0.8250038,0.006795436
27,127,Chicken Curry,0.29489687,0.008730008,0.9566648,0.022524837,0.008594207,0.99450654
11,128,Grilled Chicken,0.92972064,0.8350359,0.010276499,0.78848183,0.88955146,0.0146522075
19,129,Fruit Salad Bowl,0.21519302,0.21944639,0.019491762,0.14504439,0.9247089,0.0309418
19,130,Palak Paneer,0.017436389,0.02524666,0.0090424195,0.012076543,0.9775714,0.0034551222
30,131,Vegetable Pulao,0.98161167,0.89872277,0.0039299326,0.87743497,0.91243887,0.008545147
39,132,Cream Cheese Sandwich,0.09419617,0.21279173,0.005968482,0.10061269,0.9808897,0.004185675
20,133,Sprouts Bowl,0.9592862,0.94133,0.007902872,0.900811,0.95661867,0.009753916
29,134,Rasgulla,0.97678566,0.7249019,0.00039658975,0.7198347,0.92569506,0.0010796506
12,135,Mixed Veg Curry,0.11163842,0.0018533664,0.93876094,0.0051443824,0.0042896904,0.9964986
17,136,Hot & Spicy Noodles,0.96817905,0.96744585,0.0013495982,0.93848723,0.9845526,0.001991915
23,137,Chocolate Brownie,0.9605513,0.6290117,0.0063065365,0.6615006,0.5280579,0.0445554
13,138,Sprouts Bowl,0.987586,0.13011366,0.013740046,0.34654716,0.047417548,0.2826895
12,139,Spicy Chicken Wings,0.08383254,0.00093099446,0.89778936,0.0021968912,0.008621749,0.9925547
8,140,Lentil Soup,0.055124708,0.0031042607,0.69503653,0.0053907107,0.06803036,0.8956578
22,141,Chicken Biryani,0.96438515,0.03505858,0.006738093,0.112568066,0.04779927,0.21389833
26,142,Multigrain Roti with Veggies,0.036275595,0.0031369957,0.96820885,0.0045132725,0.04105315,0.99210066
8,143,Cream Cheese Sandwich,0.4938747,0.012769775,0.8154017,0.029058436,0.019905876,0.9824354
18,144,Cream Cheese Sandwich,0.99466527,0.652387,0.027989548,0.8391519,0.0866908,0.27479082
9,145,Vegetable Pulao,0.003798515,0.0013526093,0.9293183,0.0013594273,0.11169123,0.94364226
1,146,Boiled Egg Salad,0.98708946,0.9614832,0.011576249,0.9502137,0.90682214,0.024388792
11,147,Loaded Cheese Fries,0.9959591,0.9111389,0.006200402,0.9412734,0.5346595,0.029077265
20,148,Fruit Salad Bowl,0.74261755,0.64446753,0.0021892877,0.5094192,0.98489505,0.0028538692
34,149,Lentil Soup,0.004890664,0.010253517,0.042127192,0.004493209,0.9470945,0.031279016
12,150,Grilled Fish,0.37758234,0.038049854,0.8219675,0.060638122,0.13606161,0.93980855
31,151,Gulab Jamun,0.08693941,0.0050614555,0.9705914,0.0095273,0.009545423,0.9953425
32,152,Sprouts Bowl,0.97892076,0.626765,0.00023486203,0.65841246,0.92042136,0.0012508711
15,153,Grilled Chicken,0.99397886,0.91896236,0.0047941683,0.9260642,0.8066042,0.015058959
13,154,Grilled Chicken,0.5981329,0.05387945,0.56175184,0.104930036,0.050734706,0.8615259
33,155,Cream Cheese Sandwich,0.8779456,0.9482177,0.0024764745,0.873913,0.99223363,0.0017542954
7,156,Grilled Fish,0.6098583,0.006223026,0.76912296,0.02305028,0.0023994436,0.9925321
12,157,Cream Cheese Sandwich,0.021994025,0.006291136,0.9654868,0.0065136957,0.15585881,0.97955394
3,158,Hot & Spicy Noodles,0.022905886,0.0020308257,0.9242735,0.0031371315,0.051648967,0.9700192
28,159,Palak Paneer,0.7283328,0.11931886,0.34858826,0.21432906,0.058570083,0.84532297
29,160,Chocolate Milkshake,0.96846753,0.94361794,0.002940614,0.90487504,0.9614285,0.004388535
3,161,Spicy Chicken Wings,0.110036016,0.017305778,0.97176254,0.022334363,0.06243208,0.9906213
25,162,Hot & Spicy Noodles,0.16177557,0.12379645,0.4081083,0.09401574,0.6758156,0.40123734
4,163,Palak Paneer,0.3953404,0.09547626,0.015589289,0.09903445,0.7389503,0.027838977
5,164,Chicken Curry,0.99526054,0.6642874,0.003100397,0.80208343,0.41855538,0.019796547
35,165,Chili Paneer,0.021994025,0.006291136,0.9654868,0.0065136957,0.15585881,0.97955394
18,166,Spicy Chicken Wings,0.83498955,0.022248661,0.22921227,0.057963375,0.01781097,0.80166936
9,167,Mixed Veg Curry,0.10886761,0.0015575606,0.937794,0.0042284904,0.001990832,0.99665475
26,168,Cheese Loaded Pizza,0.47712588,0.0045455075,0.8989724,0.016416524,0.002266827,0.9953134
7,169,Vegetable Pulao,0.102221295,0.002905178,0.9628109,0.0068456153,0.004618937,0.9959448
13,170,Lentil Soup,0.89122564,0.11493935,0.005859769,0.2020043,0.2767979,0.024868311
31,171,Sweet Rice Kheer,0.10939212,0.00462782,0.92575616,0.009046172,0.017500939,0.98033786
16,172,Sweet Rice Kheer,0.57405657,0.0068588876,0.80433387,0.024351835,0.0021058184,0.9919103
26,173,Gulab Jamun,0.01702396,0.0018255033,0.9640651,0.0027530417,0.026026685,0.98978895
15,174,Grilled Chicken,0.8634783,0.4052098,0.0032298968,0.45874584,0.7194021,0.009820722
29,175,Spicy Chicken Wings,0.8906207,0.36131448,0.21350406,0.4548759,0.24368308,0.60425967
21,176,Cheese Loaded Pizza,0.90566343,0.09591811,0.026779862,0.21604306,0.03077926,0.44207928
2,177,Loaded Cheese Fries,0.99198496,0.25560436,0.016763784,0.57037586,0.04765262,0.26980874
18,178,Paneer Butter Masala,0.37688214,0.004405177,0.87517023,0.011679737,0.013306022,0.9826166
15,179,Butter Rice,0.8867645,0.6107355,0.0013826222,0.57578033,0.86320066,0.005873098
16,180,Cheesy Pasta,0.76964355,0.02913078,0.41452938,0.08728423,0.009219652,0.9674109
